name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
Forza Horizon 4,XboxOne,"September 28, 2018",92,8.1,PlaygroundGames,"Racing,Simulation,Automobile",Up to 12,88,1323,0,2018
God of War III,PlayStation3,"March 16, 2010",92,8.8,SCESantaMonica,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,101,3304,0,2010
Divinity: Original Sin II - Definitive Edition,XboxOne,"August 31, 2018",92,7.7,LarianStudiosGames,"Role-Playing,Western-Style",Online Multiplayer,12,129,0,2018
NFL 2K3,GameCube,"August 21, 2002",92,7.1,VisualConcepts,"Sports,Traditional,Football,Sim",1-4,24,13,0,2002
SSX Tricky,PlayStation2,"November 5, 2001",92,8.8,EACanada,"Sports,Alternative,Snowboarding",1-2,33,100,0,2001
NHL 2002,PlayStation2,"September 24, 2001",92,8.3,EASports,"Sports,Traditional,Ice Hockey,Sim",1-8,22,26,0,2001
Guitar Hero II,Xbox360,"April 3, 2007",92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",1-2,55,236,0,2007
Prince of Persia: The Sands of Time,PlayStation2,"November 6, 2003",92,8.8,Ubisoft,"Action Adventure,Fantasy",1 Player,44,327,0,2003
Uncharted 3: Drake's Deception,PlayStation3,"November 1, 2011",92,8.4,NaughtyDog,"Action Adventure,Modern,Modern,Linear",Up to 10,97,4611,0,2011
Rock Band,Xbox360,"November 20, 2007",92,8,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,72,187,0,2007
Journey,PlayStation4,"July 21, 2015",92,8.3,TrickyPixels,"Action,Platformer,3D",2,45,2233,0,2015
Bloodborne,PlayStation4,"March 24, 2015",92,8.9,FromSoftware,"Fantasy,Role-Playing,Action Adventure,General,Action RPG",Up to 5,100,10394,0,2015
Eternal Darkness: Sanity's Requiem,GameCube,"June 23, 2002",92,8.7,SiliconKnights,"Action Adventure,Horror",1 Player,41,219,0,2002
Warcraft III: Reign of Chaos,PC,"July 3, 2002",92,9.2,BlizzardEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy",No info,40,2041,0,2002
SSX 3,GameCube,"October 20, 2003",92,8.7,EACanada,"Sports,Alternative,Snowboarding",1-2,27,54,0,2003
The Sims,PC,"February 4, 2000",92,7.9,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,38,665,0,2000
Banjo-Kazooie,Nintendo64,"May 31, 1998",92,9.1,RareLtd.,"Action,Platformer,3D",1 Player,19,472,0,1998
Sid Meier's Gettysburg!,PC,"September 30, 1997",92,7.4,FiraxisGames,"Strategy,Real-Time,Wargame,Real-Time,General",1-8,7,40,0,1997
Celeste,Switch,"January 25, 2018",92,8.5,MattMakesGamesInc.,"Action,Platformer,2D",No Online Multiplayer,36,835,0,2018
Rock Band 2,Wii,"December 18, 2008",92,7.2,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,10,50,0,2008
Forza Motorsport,Xbox,"May 3, 2005",92,7.6,MicrosoftGameStudios,"Driving,Racing,GT / Street",8  Online,73,235,0,2005
Madden NFL 2004,Xbox,"August 12, 2003",92,7.6,EATiburon,"Sports,Traditional,Football,Sim",1-4,27,52,0,2003
Super Street Fighter IV,PlayStation3,"April 27, 2010",92,7.8,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8,58,221,0,2010
World Soccer Winning Eleven 7 International,PC,"April 9, 2004",92,6.8,KCET,"Sports,Traditional,Team,Soccer,Sim,Sim",1-2,7,80,0,2004
Advance Wars,GameBoyAdvance,"September 9, 2001",92,8.9,IntelligentSystems,"Strategy,Turn-Based,Modern",1-4,28,134,0,2001
Vagrant Story,PlayStation,"May 15, 2000",92,9.1,SquareSoft,"Role-Playing,Action RPG",1 Player,19,206,0,2000
What Remains of Edith Finch,XboxOne,"July 19, 2017",92,7.7,GiantSparrow,"Adventure,3D,First-Person",No Online Multiplayer,12,203,0,2017
Team Fortress 2,PC,"October 10, 2007",92,9.1,ValveSoftware,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",Up to 32,17,6724,0,2007
System Shock 2,PC,"August 11, 1999",92,9.1,"LookingGlassStudios,IrrationalGames","Action Adventure,Sci-Fi,Sci-Fi,Survival",1 Player,20,638,0,1999
Tom Clancy's Splinter Cell: Chaos Theory,PC,"March 28, 2005",92,8.7,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer,36,500,0,2005
Final Fantasy XII,PlayStation2,"October 31, 2006",92,7.6,SquareEnix,"Role-Playing,Console-style RPG",1 Player,64,1432,0,2006
Undertale,PlayStation4,"August 15, 2017",92,6.9,"tobyfox,8-4","Role-Playing,Japanese-Style",No Online Multiplayer,18,755,0,2017
Madden NFL 2003,GameCube,"August 12, 2002",92,7.4,EASports,"Sports,Traditional,Football,Sim",1-4,13,18,0,2002
The Witcher 3: Wild Hunt,PlayStation4,"May 19, 2015",92,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer,79,15749,0,2015
Super Mario World: Super Mario Advance 2,GameBoyAdvance,"February 9, 2002",92,9,Nintendo,"Action,Platformer,2D",No info,28,185,0,2002
ESPN NFL 2K5,Xbox,"July 20, 2004",92,8,VisualConcepts,"Sports,Traditional,Football,Sim",1-4,42,126,0,2004
Super Smash Bros. Melee,GameCube,"December 2, 2001",92,9.1,HALLabs,"Action,Fighting,3D",1-4,38,866,0,2001
Madden NFL 2003,Xbox,"August 12, 2002",92,7.2,EATiburon,"Sports,Traditional,Football,Sim",1-4,16,18,0,2002
Virtua Tennis,Dreamcast,"June 8, 2000",92,7.3,Hitmaker,"Sports,Traditional,Tennis",No info,23,8,0,2000
Rome: Total War,PC,"September 22, 2004",92,9.1,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,58,1340,0,2004
Forza Motorsport 3,Xbox360,"October 27, 2009",92,8.1,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 8,90,551,0,2009
Okami HD,PC,"December 12, 2017",92,7.9,Capcom,"Action Adventure,General",No Online Multiplayer,10,192,0,2017
Undertale,PC,"September 15, 2015",92,8.4,tobyfox,"Role-Playing,General,Japanese-Style",No Online Multiplayer,43,4446,0,2015
Batman: Arkham Asylum,Xbox360,"August 25, 2009",92,8.8,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,78,1253,0,2009
Super Mario Sunshine,GameCube,"August 25, 2002",92,8.5,Nintendo,"Action,Platformer,3D",1 Player,61,756,0,2002
SSX 3,Xbox,"October 20, 2003",92,8.2,EACanada,"Sports,Alternative,Snowboarding",1-2,27,29,0,2003
SoulCalibur II,Xbox,"August 27, 2003",92,8.7,Namco,"Action,Fighting,3D",1-2,39,63,0,2003
Tony Hawk's Pro Skater,PlayStation,"August 31, 1999",92,8.8,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-2,18,110,0,1999
Thief: The Dark Project,PC,"November 30, 1998",92,9,LookingGlassStudios,"Action Adventure,Fantasy,General,Fantasy",1 Player,18,397,0,1998
Fire Emblem: Awakening,3DS,"February 4, 2013",92,9.1,IntelligentSystems,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,72,1473,0,2013
Age of Empires II: The Age of Kings,PC,"September 30, 1999",92,9.1,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",Up to 8,21,1165,0,1999
Final Fantasy X,PlayStation2,"December 17, 2001",92,8.9,SquareSoft,"Role-Playing,Console-style RPG",1 Player,53,1673,0,2001
Prince of Persia: The Sands of Time,GameCube,"November 18, 2003",92,8.1,Ubisoft,"Action Adventure,Fantasy",1 Player,33,63,0,2003
The Walking Dead: A Telltale Games Series,Xbox360,"April 27, 2012",92,8.6,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",No Online Multiplayer,12,1224,1,2012
Unreal Tournament (1999),PC,"November 30, 1999",92,9,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32,21,601,0,1999
Sid Meier's Alpha Centauri,PC,"February 12, 1999",92,8.8,FiraxisGames,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",No info,19,249,0,1999
Wave Race 64,Nintendo64,"November 1, 1996",92,8.3,Nintendo,"Driving,Racing,Snow / Water",1-2,13,104,0,1996
Divinity: Original Sin II - Definitive Edition,PlayStation4,"August 31, 2018",92,7.9,LarianStudiosGames,"Role-Playing,Western-Style",Up to 4,46,393,0,2018
Galactic Civilizations II: Twilight of the Arnor,PC,"April 30, 2008",92,8.3,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player,19,138,0,2008
Super Smash Bros. for Wii U,WiiU,"November 21, 2014",92,8.9,BandaiNamcoGames,"Action,Fighting,Fighting,3D,2D,2D,3D",Up to 8,77,2035,0,2014
Guitar Hero II,PlayStation2,"November 7, 2006",92,8.4,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-2,69,146,0,2006
Final Fantasy VII,PlayStation,"September 3, 1997",92,9.1,SquareSoft,"Role-Playing,Console-style RPG",1 Player,20,2118,0,1997
Rock Band,PlayStation3,"November 20, 2007",92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,35,124,0,2007
Chrono Trigger,DS,"November 25, 2008",92,9.1,TOSE,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,57,653,0,2008
Bayonetta 2,Switch,"February 16, 2018",92,8.5,"Nintendo,PlatinumGames","Action Adventure,Linear",No Online Multiplayer,31,442,0,2018
Journey,PlayStation3,"March 13, 2012",92,8.8,ThatGameCompany,"Action,Adventure,General,Platformer,Platformer,3D,3D",No Online Multiplayer,78,1517,0,2012
Xenoblade Chronicles,Wii,"April 6, 2012",92,9.2,MonolithSoft,"Role-Playing,Action RPG,Console-style RPG,Action RPG",No Online Multiplayer,59,1337,0,2012
Conker's Bad Fur Day,Nintendo64,"March 4, 2001",92,9,RareLtd.,"Action,Platformer,3D",No info,19,355,0,2001
Medal of Honor,PlayStation,"October 31, 1999",92,8.8,DreamworksInteractive,"Action,Shooter,First-Person,Historic",1-2,17,156,0,1999
PaRappa the Rapper,PlayStation,"October 31, 1997",92,7.6,NanaOn-Sha,"Miscellaneous,Rhythm,Music",1 Player,15,79,0,1997
Rock Band 2,Xbox360,"September 14, 2008",92,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",1-4,69,164,0,2008
Mario Kart 8 Deluxe,Switch,"April 28, 2017",92,8.6,Nintendo,"Other,Racing,Arcade,Automobile",Up to 12,95,1952,0,2017
The ICO & Shadow of the Colossus Collection,PlayStation3,"September 27, 2011",92,8.7,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",No Online Multiplayer,58,658,0,2011
Rayman Origins,Wii,"November 15, 2011",92,8.5,UBlartMontpellier,"Action,Action Adventure,Platformer,Fantasy,Platformer,2D,2D",1-4,13,172,0,2011
Metroid Prime 2: Echoes,GameCube,"November 15, 2004",92,8.8,RetroStudios,"Action,Shooter,First-Person,Sci-Fi",1-4,60,387,0,2004
Out of the Park Baseball 17,PC,"March 22, 2016",92,3.3,OutOfTheParkDevelopments,"Sports,Baseball,Sim,Team",No info,8,237,0,2016
Metroid Fusion,GameBoyAdvance,"November 17, 2002",92,9,Nintendo,"Action Adventure,Sci-Fi",1 Player,44,313,0,2002
The Witcher 3: Wild Hunt - Blood and Wine,PC,"May 30, 2016",92,9.3,CDProjektRedStudio,"Role-Playing,Action RPG",No info,50,3088,0,2016
Final Fantasy VI Advance,GameBoyAdvance,"February 5, 2007",92,8.7,TOSE,"Role-Playing,Console-style RPG",1-2,25,412,0,2007
Rayman Legends,WiiU,"September 3, 2013",92,8.7,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,35,539,0,2013
Tiger Woods PGA Tour 2003,PC,"October 31, 2002",92,5.1,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",1-8,14,37,0,2002
Madden NFL 2005,Xbox,"August 9, 2004",91,7.4,EATiburon,"Sports,Traditional,Football,Sim",2  Online,39,30,0,2004
Super Street Fighter IV,Xbox360,"April 27, 2010",91,7.7,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8,55,129,0,2010
Pac-Man Championship Edition DX,PlayStation3,"November 23, 2010",91,7.8,NamcoBandaiGames,"Adventure,General,Action,General,General,Arcade",No info,25,91,0,2010
Rock Band 2,PlayStation3,"October 19, 2008",91,8,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,24,98,0,2008
Microsoft Flight Simulator,PC,"August 18, 2020",91,7.2,AsoboStudio,"Simulation,Flight,Civilian",Online Multiplayer,64,1123,0,2020
Dark Souls II,Xbox360,"March 11, 2014",91,7.9,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4,30,1035,0,2014
Dishonored,PC,"October 8, 2012",91,8.4,ArkaneStudios,"Action Adventure,Modern,General,Modern",No Online Multiplayer,29,4336,0,2012
ESPN NFL Football,PlayStation2,"September 3, 2003",91,8.5,VisualConcepts,"Sports,Traditional,Football,Sim",1-16,20,25,0,2003
Medal of Honor: Allied Assault,PC,"January 20, 2002",91,8.6,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,34,509,0,2002
Myth: The Fallen Lords,PC,"October 31, 1997",91,8.5,"BungieSoftware,Bungie","Strategy,Real-Time,Fantasy,General,Fantasy",1-16,9,93,0,1997
LittleBigPlanet 2,PlayStation3,"January 18, 2011",91,8.6,MediaMolecule,"Action,Platformer,Platformer,3D,2D,3D",4  Online,86,754,0,2011
INSIDE,Switch,"June 28, 2018",91,8.5,PLAYDEAD,"Action,Platformer,2D",No Online Multiplayer,30,182,0,2018
Guitar Hero,PlayStation2,"November 7, 2005",91,8.6,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-2,65,203,0,2005
World of Warcraft: Wrath of the Lich King,PC,"November 13, 2008",91,7.9,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,47,1294,0,2008
Rock Band 3,Wii,"October 26, 2010",91,6.9,BackboneEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info,10,39,0,2010
Metroid Prime Trilogy,Wii,"August 24, 2009",91,9,RetroStudios,"Action,Miscellaneous,Shooter,Compilation,Compilation,First-Person,Sci-Fi",No Online Multiplayer,48,412,0,2009
Overwatch,PC,"May 23, 2016",91,6.5,BlizzardEntertainment,"General,Action,Shooter,First-Person,Tactical",Up to 12,64,5896,1,2016
F1 Challenge '99-'02,PC,"June 24, 2003",91,7.5,ElectronicArts,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",1-8,8,77,0,2003
Tony Hawk's Pro Skater 4,GameCube,"October 23, 2002",91,8.4,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-8,19,30,0,2002
Madden NFL 2001,PlayStation2,"October 23, 2000",91,7.5,EASports,"Sports,Traditional,Football,Sim",1-8,25,10,0,2000
Baldur's Gate,PC,"December 21, 1998",91,8.9,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Up to 6,16,759,0,1998
Bayonetta 2,WiiU,"September 20, 2014",91,8.9,PlatinumGames,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,80,1328,0,2014
The Witcher 3: Wild Hunt,XboxOne,"May 19, 2015",91,9.2,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer,13,4799,0,2015
Rock Band 3,PlayStation3,"October 26, 2010",91,8.1,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No info,34,101,0,2010
Klonoa 2: Lunatea's Veil,PlayStation2,"July 25, 2001",91,8.7,Namco,"Action,Platformer,3D",1 Player,18,113,0,2001
IL-2 Sturmovik,PC,"November 18, 2001",91,8.7,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",1-32,12,164,0,2001
Mario Tennis,Nintendo64,"August 28, 2000",91,8.8,CamelotSoftwarePlanning,"Sports,Traditional,Tennis",No info,16,142,0,2000
FreeSpace 2,PC,"September 30, 1999",91,8.7,VolitionInc.,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",1-8,16,152,0,1999
Colony Wars,PlayStation,"October 31, 1997",91,8.2,Psygnosis,"Simulation,Sci-Fi,Small Spaceship",1 Player,12,21,0,1997
Metal Gear Solid V: The Phantom Pain,PC,"September 1, 2015",91,7.8,KojimaProductions,"Action Adventure,Modern,Open-World",Up to 16,13,2520,0,2015
Ratchet & Clank: Up Your Arsenal,PlayStation2,"November 3, 2004",91,9.1,InsomniacGames,"Action,Platformer,3D",8  Online,65,493,0,2004
Resident Evil,GameCube,"April 30, 2002",91,9.2,Capcom,"Action Adventure,Horror",1 Player,35,611,0,2002
FIFA Soccer 10,PlayStation3,"October 20, 2009",91,7.6,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,56,225,0,2009
Assassin's Creed II,PlayStation3,"November 17, 2009",91,8.6,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,70,1747,0,2009
Metal Gear Solid 3: Snake Eater,PlayStation2,"November 17, 2004",91,9.1,KCEJ,"Action Adventure,Modern",1 Player,68,1523,0,2004
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,"September 27, 2019",91,8.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,50,571,0,2019
Twisted Metal: Black,PlayStation2,"June 18, 2001",91,8.5,IncognitoInc.,"Driving,Car Combat",1-4,15,125,0,2001
Spyro: Year of the Dragon,PlayStation,"October 23, 2000",91,8.9,InsomniacGames,"Action,Platformer,3D",1 Player,15,345,0,2000
Tomb Raider,PlayStation,"November 15, 1996",91,8.4,CoreDesignLtd.,"Action Adventure,Modern",1 Player,13,237,0,1996
Overwatch,XboxOne,"May 23, 2016",91,5.9,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",Up to 12,18,917,0,2016
Sekiro: Shadows Die Twice,XboxOne,"March 22, 2019",91,8,FromSoftware,"Action Adventure,General",No Online Multiplayer,31,696,0,2019
Resident Evil 4: Wii Edition,Wii,"June 19, 2007",91,8.9,Capcom,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,49,467,0,2007
Shadow of the Colossus,PlayStation2,"October 18, 2005",91,9.1,SCEJapanStudio,"Action Adventure,Fantasy",1 Player,77,1325,0,2005
Forza Horizon 3,XboxOne,"September 23, 2016",91,8,PlaygroundGames,"Racing,Simulation,Automobile",Up to 12,91,1130,0,2016
Peggle,PlayStation3,"November 19, 2009",91,7.4,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info,10,65,0,2009
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,"February 28, 2003",91,8.9,Nintendo,"Action Adventure,Fantasy",1 Player,10,181,0,2003
Borderlands 2,PlayStation3,"September 18, 2012",91,8.2,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4,25,996,0,2012
Sonic Mania Plus,Switch,"July 17, 2018",91,8,"Sega,Tantalus","Action,Platformer,2D",Up to 4,24,292,0,2018
Tom Clancy's Splinter Cell,PC,"February 19, 2003",91,8.5,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer,20,408,0,2003
Dead Cells,XboxOne,"August 7, 2018",91,8,MotionTwin,"Action,Platformer,2D",No Online Multiplayer,18,114,0,2018
Kentucky Route Zero - Act III,PC,"May 6, 2014",91,6.7,CardboardComputer,"Adventure,General",No info,7,165,0,2014
NCAA Football 2003,PlayStation2,"July 20, 2002",91,8.4,EASports,"Sports,Traditional,Football,Sim",1-8,19,27,0,2002
Crysis,PC,"November 13, 2007",91,8.1,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,56,2503,0,2007
Ninja Gaiden,Xbox,"March 2, 2004",91,8.8,TeamNinja,"Action Adventure,Fantasy",1 Player,89,182,0,2004
God of War: Chains of Olympus,PSP,"March 4, 2008",91,8.5,ReadyatDawn,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,79,816,0,2008
Final Fantasy XIV: Shadowbringers,PlayStation4,"July 2, 2019",91,8.4,SquareEnix,"Role-Playing,Massively Multiplayer",No info,18,276,0,2019
DOA2: Hardcore,PlayStation2,"October 25, 2000",91,8,TeamNinja,"Action,Fighting,3D",1-4,20,62,0,2000
World of Warcraft: The Burning Crusade,PC,"January 16, 2007",91,8.1,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,46,1041,0,2007
MLB 10: The Show,PlayStation3,"March 2, 2010",91,8.2,SCEA,"Sports,Traditional,Team,Baseball,Sim,Sim",2,33,112,0,2010
Shadow of the Colossus,PlayStation4,"February 6, 2018",91,7.8,"BluepointGames,SCEJapanStudio","Action Adventure,General",No Online Multiplayer,100,2114,0,2018
Yoshi's Island: Super Mario Advance 3,GameBoyAdvance,"September 24, 2002",91,8.9,Nintendo,"Action,Platformer,2D",1-4,26,162,0,2002
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation4,"May 30, 2016",91,9.1,CDProjektRedStudio,"Role-Playing,Action RPG",No info,27,1640,0,2016
Tiger Woods PGA Tour 2005,PC,"September 20, 2004",91,3.9,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",1-8,16,49,0,2004
ESPN NFL Football,Xbox,"September 3, 2003",91,7.8,VisualConcepts,"Sports,Traditional,Football,Sim",1-4,25,51,0,2003
NCAA Football 2003,GameCube,"July 20, 2002",91,6.6,EASports,"Sports,Traditional,Football,Sim",1-2,11,8,0,2002
The Longest Journey,PC,"November 16, 2000",91,8.7,Funcom,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",1 Player,26,523,0,2000
Tony Hawk's Pro Skater 2,PC,"October 25, 2000",91,8.5,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",1-4,22,204,0,2000
Star Wars Jedi Knight: Dark Forces II,PC,"October 9, 1997",91,8.6,LucasArts,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Up to 32,10,199,0,1997
Batman: Arkham Asylum,PC,"September 15, 2009",91,8.7,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,29,2391,0,2009
Halo: Reach,Xbox360,"September 14, 2010",91,8.2,Bungie,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-4,99,2486,0,2010
Galactic Civilizations II: Dark Avatar,PC,"February 14, 2007",91,7.8,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player,22,49,0,2007
Mass Effect,Xbox360,"November 20, 2007",91,8.7,BioWare,"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",No Online Multiplayer,74,1913,0,2007
The Operative: No One Lives Forever,PC,"November 11, 2000",91,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1-16,32,216,0,2000
Crusader Kings III,PC,"September 1, 2020",91,8.4,ParadoxInteractive,"Strategy,Real-Time,General",Online Multiplayer,59,297,0,2020
Forza Motorsport 4,Xbox360,"October 11, 2011",91,8.3,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 16,83,673,0,2011
